State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Rural_Households,Households_with_Electric_Lighting,SC,ST,Workers,Non_Workers,Sex-Ratio,Literacy Rate
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,532,2741239,5512,597466,566108,488596,495794,1323667,1417572,100.0,54.0
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,553,4081148,8606,902997,897970,583135,154127,2036166,2044982,98.0,57.0
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,554,4174064,13763,907970,944555,785760,159165,1933357,2240707,100.0,64.0
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,545,5154296,22411,1199479,1297273,945269,213195,2093681,3060615,101.0,64.0
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,548,4887813,19383,1069877,1186028,957407,247089,2381624,2506189,100.0,61.0
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,536,3943323,149034,0,869721,247927,48937,1413297,2530026,95.0,73.0
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,534,3776269,8831,877236,926768,709757,106745,1876768,1899501,101.0,58.0
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,541,2797370,8628,669262,668519,462896,765565,1410062,1387308,101.0,58.0
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,547,4517398,30438,909292,1163932,871063,132464,2048880,2468518,99.0,67.0
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,552,4053463,10081,783853,816721,737945,82831,2029425,2024038,99.0,52.0
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,538,4053028,6153,848963,757821,708954,364269,2082501,1970527,98.0,48.0
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,535,3033288,8635,593653,604719,537947,168985,1442203,1591085,99.0,54.0
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,539,3488809,7715,833504,789225,637385,394279,1741693,1747116,98.0,57.0
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,533,2551335,5261,565165,545913,371074,192941,1261076,1290259,104.0,54.0
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,549,3397448,6151,873486,763746,787861,151145,1700567,1696881,98.0,56.0
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,542,2703114,3988,752752,615432,255664,166118,1290288,1412826,101.0,55.0
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,543,2344474,4453,592458,527736,247728,235556,1157962,1186512,102.0,53.0
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,540,3512576,12952,758738,828077,616102,530656,1705655,1806921,100.0,59.0
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,546,3936966,12050,1007255,1017568,811698,109072,1773112,2163854,100.0,67.0
Arunachal Pradesh,Changlang,27.36048479338845,96.37552644628106,253,148226,170,33422,14593,0,53878,62966,85260,93.0,49.0
Arunachal Pradesh,East Kameng,27.371194055944056,93.04741486013997,247,78690,57,14503,5318,0,72400,31710,46980,103.0,49.0
Arunachal Pradesh,East Siang,28.15382352941176,95.06499226006191,251,99214,450,19497,14231,0,69979,40222,58992,98.0,63.0
Arunachal Pradesh,Kurung Kumey,28.04853351800553,93.24531994459834,256,92076,95,18603,3911,0,90764,38044,54032,103.0,40.0
Arunachal Pradesh,Lohit,27.946785273972623,96.59670770547945,259,145726,312,33599,17157,0,47410,60945,84781,91.0,57.0
Arunachal Pradesh,Lower Dibang Valley,28.32651730103806,95.76567335640142,258,54080,207,12000,5932,0,25974,22326,31754,93.0,59.0
Arunachal Pradesh,Lower Subansiri,27.70849297297297,93.96226108108112,255,83030,381,18112,12493,0,72911,30202,52828,98.0,65.0
Arunachal Pradesh,Papum Pare,27.273529716981127,93.54468183962264,248,176573,2477,20308,30539,0,117216,65772,110801,98.0,69.0
Arunachal Pradesh,Tawang,27.680683962264148,91.82504245283016,245,49977,96,10730,8635,0,34811,28561,21416,71.0,52.0
Arunachal Pradesh,Tirap,26.94406229508198,95.41470327868862,254,111975,98,18420,16026,0,98372,50169,61806,94.0,43.0
Arunachal Pradesh,Upper Siang,28.8309244897959,95.00155765306124,252,35320,97,8569,6198,0,28468,17644,17676,89.0,52.0
Arunachal Pradesh,Upper Subansiri,28.277196566523585,93.8991435622318,249,83448,139,14542,5373,0,78323,33370,50078,100.0,54.0
Arunachal Pradesh,West Kameng,27.46486582278483,92.65015750452083,246,83947,202,17889,14188,0,46380,42493,41454,82.0,58.0
Arunachal Pradesh,West Siang,28.106296920289843,94.53510344202908,250,112274,303,22272,14204,0,92783,49177,63097,93.0,58.0
Assam,Barpeta,26.427872264631056,90.97912010178116,303,1693622,2078,447189,84804,95320,27344,561824,1131798,95.0,53.0
Assam,Bongaigaon,26.45012521994133,90.6734296187684,319,738804,2523,181923,49866,82784,18835,255806,482998,97.0,59.0
Assam,Cachar,24.815570668693017,92.86849650455927,316,1736617,5316,346227,140205,264897,17569,608062,1128555,96.0,68.0
Assam,Darrang,26.58463215962442,92.04141338028155,325,928500,1166,268517,45444,40260,8419,324843,603657,95.0,52.0
Assam,Dhemaji,27.586533438485816,94.71336908517353,308,686133,1192,211758,28195,44225,325560,316800,369333,95.0,62.0
Assam,Dibrugarh,27.30612284482757,95.0998282327587,310,1326335,8817,299852,136685,58876,102871,560557,765778,96.0,67.0
Assam,Goalpara,26.017277777777807,90.59869891598912,302,1008183,1364,228610,78641,45094,231570,362573,645610,96.0,56.0
Assam,Golaghat,26.377219709794485,93.82583397823468,313,1066888,3073,292893,82345,62298,111765,479928,586960,96.0,68.0
Assam,Hailakandi,24.457496089385486,92.59154664804475,318,659296,1211,159215,44143,70659,691,214240,445056,95.0,62.0
Assam,Jorhat,26.76244824016563,94.30197722567289,312,1092256,5651,286330,122063,88665,139971,498618,593638,96.0,73.0
Assam,Kamrup,26.170939452054807,91.58863273972592,321,1517542,3109,390596,122191,107827,182038,628954,888588,95.0,66.0
Assam,Karbi Anglong,26.08966454598031,93.11536570271832,314,956313,1923,215691,53918,44961,538738,383441,572872,95.0,58.0
Assam,Karimganj,24.69660712250711,92.3679498575498,317,1228686,1933,261945,70951,157890,1940,399171,829515,96.0,65.0
Assam,Kokrajhar,26.497246635730868,90.13997470997688,300,887142,1218,204896,41373,29570,278665,341131,546011,96.0,55.0
Assam,Lakhimpur,27.14128805970149,94.0775949253732,307,1042137,1948,293239,60296,81840,249426,429995,612142,97.0,66.0
Assam,Nagaon,26.26462170626351,92.9306191144708,305,2823768,5121,674999,195631,266350,115153,979998,1843770,96.0,61.0
Assam,Nalbari,26.46323767605632,91.40598521126763,323,771639,1631,210706,68313,60216,23364,267623,504016,95.0,69.0
Assam,Sonitpur,26.73514926829268,92.85197804878044,306,1924110,4358,483325,133368,109130,232207,770606,1153504,96.0,58.0
Assam,Tinsukia,27.53549291139241,95.69055949367085,309,1327929,5135,290704,161718,37688,82066,557196,770733,95.0,60.0
Bihar,Araria,26.211528119180603,87.30766554934816,209,2811569,2561,659061,43290,382654,38848,1069893,1741676,92.0,43.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,235,2540073,2362,428291,44456,612064,1033,837770,1702303,93.0,58.0
Bihar,Aurangabad,24.774291867469877,84.45986024096379,515,3701282,23258,551789,589477,539368,143366,1575079,2126203,92.0,68.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,235,2540073,2362,428291,44456,612064,1033,837770,1702303,93.0,58.0
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,515,3701282,23258,551789,589477,539368,143366,1575079,2126203,92.0,68.0
Bihar,Banka,24.832355642023337,86.8664916342413,225,2034763,1704,425604,62359,247858,90432,771080,1263683,91.0,47.0
Bihar,Begusarai,25.54302613168723,86.12560144032932,222,2970541,4644,594377,120373,432270,1597,938182,2032359,89.0,52.0
Bihar,Bhagalpur,25.277192885375477,87.04213814229242,224,3037766,6764,522527,174534,318569,67180,983528,2054238,88.0,52.0
Bihar,Bhojpur,25.50666439393939,84.49407803030304,231,2728407,3661,434559,62153,425402,13977,822493,1905914,91.0,59.0
Bihar,Buxar,25.48593018867924,84.08808081760995,232,1706352,1784,299252,46760,251737,26824,538322,1168030,92.0,58.0
Bihar,Darbhanga,26.146187719298258,85.97387352472099,215,3937385,6280,907174,127442,615688,2772,1223640,2713745,91.0,46.0
Bihar,Gaya,24.7266541547278,84.94291217765044,236,4391418,6856,696289,112617,1334351,3098,1664062,2727356,94.0,52.0
Bihar,Gopalganj,26.44874364161851,84.34636127167629,217,2562012,3707,515925,69375,320064,60807,728201,1833811,102.0,54.0
Bihar,Jamui,24.78418380462726,86.26316298200514,238,1760405,1839,325909,32633,302649,78793,727571,1032834,92.0,49.0
Bihar,Jehanabad,25.155679045643165,84.9208124481328,239,1125313,1106,186660,27641,222974,1285,365378,759935,92.0,55.0
Bihar,Katihar,25.56565356037151,87.70466083591326,212,3071029,2941,668232,60900,263100,179971,1013566,2057463,92.0,42.0
Bihar,Khagaria,25.53558891454964,86.56593256351037,223,1666886,1580,373696,40641,247161,675,560805,1106081,89.0,46.0
Bihar,Kishanganj,26.324336758321294,87.95045007235886,210,1690400,1093,401793,58718,113118,64224,529064,1161336,95.0,44.0
Bihar,Lakhisarai,25.183449321266963,86.12825701357468,227,1000912,1186,175882,44491,153209,8333,326576,674336,90.0,51.0
Bihar,Madhepura,25.77341929460581,86.8978443983403,213,2001762,1397,486278,23236,346275,12532,777546,1224216,91.0,42.0
Bihar,Madhubani,26.41380538172716,86.16328360450552,207,4487379,5319,1047552,113281,587158,3990,1636938,2850441,93.0,48.0
Bihar,Munger,25.198537962962963,86.54173672839504,226,1367765,2653,222281,90461,183846,21404,426658,941107,88.0,59.0
Bihar,Muzaffarpur,26.18664417177915,85.32745092024543,216,4801062,10290,998694,180651,751975,5979,1547586,3253476,90.0,52.0
Bihar,Nalanda,25.229345508982053,85.48053113772461,229,2877653,4156,514141,101378,607672,1442,1045420,1832233,92.0,53.0
Bihar,Nawada,24.825708836206903,85.61594568965519,237,2219146,1841,379551,31162,565112,2045,817041,1402105,94.0,49.0
Bihar,Pashchim Champaran,27.16064352201258,84.30265911949685,203,3935042,3495,839514,57546,553944,250046,1478947,2456095,91.0,45.0
Bihar,Patna,25.40297114503818,85.3198433587787,230,5838465,40692,657991,546859,920918,9069,1881886,3956579,90.0,59.0
Bihar,Purba Champaran,26.68129336734693,85.00382155612242,204,5099371,7719,1142260,74979,649726,12461,1737539,3361832,90.0,45.0
Bihar,Purnia,25.81714801901739,87.40447606973065,211,3264619,4170,712847,86058,390991,139490,1143318,2121301,92.0,41.0
Bihar,Rohtas,24.99170460829495,83.9350762672811,234,2959918,4594,512383,114893,549546,31650,924879,2035039,92.0,61.0
Bihar,Saharsa,25.821270696721303,86.54670819672135,214,1900661,1668,432651,41342,317249,6009,649898,1250763,91.0,42.0
Bihar,Samastipur,25.793205563909765,85.94833323308269,221,4261566,5379,1012979,88021,803128,1884,1343400,2918166,91.0,50.0
Bihar,Saran,25.89656077844312,84.82266287425155,219,3951862,4509,701323,94787,474066,36786,1040231,2911631,95.0,55.0
Bihar,Sheikhpura,25.12472436548223,85.77839390862943,228,636342,631,108293,20065,131115,617,224655,411687,93.0,52.0
Bihar,Sheohar,26.458380748663107,85.29539411764709,205,656246,478,158484,10004,96655,318,216372,439874,89.0,43.0
Bihar,Sitamarhi,26.56570069686413,85.61172491289203,206,3423574,3460,807294,66263,405714,2989,1114583,2308991,90.0,42.0
Bihar,Siwan,26.1736372013652,84.33766552901022,218,3330464,3834,632514,52935,386685,87000,932416,2398048,99.0,58.0
Bihar,Supaul,26.28157893772896,86.78496465201461,208,2229076,1845,572287,51028,354249,10168,877682,1351394,93.0,46.0
Bihar,Vaishali,25.8134703180212,85.39247597173153,220,3495021,4810,699317,70001,738031,2274,1060344,2434677,89.0,55.0
Chandigarh,Chandigarh,30.7426,76.75872465753424,55,1055450,44283,8911,231204,199086,0,404136,651314,82.0,76.0
Chhattisgarh,Bastar,19.393866751269048,81.52895126903546,414,1413199,1782,316425,157646,37963,931780,726531,686668,102.0,46.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,30,381956,1574,152458,79146,98989,10693,205871,176085,98.0,75.0
Chhattisgarh,Bilaspur,22.356942982456143,81.99770350877188,406,2663629,8566,549632,519704,552992,498469,1203197,1460432,97.0,60.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,1574,152458,79146,98989,10693,205871,176085,98.0,75.0
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,8566,549632,519704,552992,498469,1203197,1460432,97.0,60.0
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,1016,168689,148926,58581,207633,402895,396886,101.0,68.0
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,16141,533448,614109,458040,397416,1496805,1847067,99.0,69.0
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,567,205670,76783,48844,530378,487360,364309,101.0,58.0
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,4544,206598,202380,124679,493559,521186,685454,97.0,62.0
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,1667,121852,80023,54776,304280,307071,351846,97.0,60.0
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,961,274793,212487,139581,279896,499260,533494,102.0,62.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,3342,354278,297308,224942,505609,690167,803817,99.0,64.0
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,38570,581868,547206,134952,305125,1072969,1561231,96.0,74.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,403,1493984,3342,354278,297308,224942,505609,690167,803817,99.0,64.0
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,520,2634200,38570,581868,547206,134952,305125,1072969,1561231,96.0,74.0
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,20261,673499,728556,724250,476446,1757664,2306208,98.0,65.0
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,2737,525596,253131,115652,1300628,1155807,1204079,98.0,50.0
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,1316,10006,49249,4262,15240,105521,85652,53.0,79.0
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,6628,489237,498326,265793,55571,1123709,1619373,95.0,67.0
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,6628,489237,498326,265793,55571,1123709,1619373,95.0,67.0
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,23440,115859,173951,17606,56606,327658,490350,96.0,81.0
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,17624,88620,138810,7843,92669,249590,390947,99.0,78.0
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,126341,353169,1456046,759483,89138,2594952,4619273,90.0,75.0
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,2538,313714,273331,132915,7322,657139,857051,96.0,66.0
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,9902,413078,378310,104465,24824,844794,1247951,92.0,74.0
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,3424,666773,396873,327460,284155,1248600,1871906,94.0,55.0
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,10257,300677,309091,62235,488194,627124,923895,93.0,72.0
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,7297,387251,500757,157034,9110,1150632,1729733,93.0,66.0
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,12107,237624,262539,108608,18204,534976,856777,92.0,74.0
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,11573,347158,386538,173895,24187,847440,1312679,94.0,65.0
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,9631,488293,403294,258859,24228,776228,1316143,91.0,60.0
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,5710,461479,372226,115631,40336,933983,1365902,94.0,72.0
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,7759,476005,385609,162288,9392,812064,1223000,93.0,74.0
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,576,138121,101940,8733,481392,294795,295502,96.0,63.0
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,6726,267739,267679,35464,639659,591834,737838,96.0,75.0
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,3456,463363,398937,100446,721604,1097507,1293269,95.0,60.0
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,2231,301483,223424,123408,13303,554830,788904,94.0,62.0
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,1653,96015,117040,51830,13039,231169,354280,95.0,67.0
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,21785,459474,747352,290169,24017,1479050,2325508,93.0,72.0
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,5262,544024,438606,187685,542156,1084878,1343711,95.0,65.0
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,55694,369840,1252452,158115,856952,2553542,3527780,79.0,75.0
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,2975,340788,302068,179461,21453,723500,1032768,93.0,62.0
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,137,52102,29794,992,216073,118257,110034,101.0,62.0
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,53606,547454,798277,221629,1149901,1693473,2472153,93.0,69.0
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,11020,262410,329218,38237,902794,743245,962433,92.0,69.0
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,12899,175365,199681,296246,0,372139,756211,88.0,72.0
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,5292,357047,266244,341162,0,623006,1011439,89.0,65.0
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,43437,87700,333171,223799,0,579229,1230504,87.0,70.0
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,3210,203020,153301,284357,0,369083,572928,90.0,59.0
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,67087,141703,305751,197937,0,544716,969716,85.0,73.0
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,10132,302013,285004,408785,0,691621,1052310,87.0,64.0
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,5034,211816,168558,170448,0,326534,631871,86.0,71.0
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,5263,278335,222462,282351,0,523422,810730,87.0,62.0
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,3724,231091,187349,247513,0,373899,700405,88.0,60.0
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,11163,292682,267223,339604,0,516062,989262,89.0,65.0
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,7356,203553,171908,215128,0,336780,627875,89.0,67.0
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,2624,223726,135455,156314,0,338584,583504,89.0,68.0
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,18615,70895,103455,101830,0,211479,349814,87.0,72.0
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,10024,173502,209965,206213,0,412318,793119,86.0,65.0
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,5121,199449,152651,182606,0,337727,562605,90.0,71.0
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,8482,175203,193120,216889,0,345967,715237,87.0,70.0
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,6287,245476,215527,387381,0,502003,793186,90.0,60.0
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,1615,186395,96082,111690,135500,294035,225045,99.0,62.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,2521,196116,104120,109256,3044,241931,212837,110.0,79.0
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,1196,256081,55929,241198,474,443655,660630,86.0,59.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,2521,196116,104120,109256,3044,241931,212837,110.0,79.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,1196,256081,55929,241198,474,443655,660630,86.0,59.0
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,8053,588321,330081,319385,84564,675170,834905,101.0,76.0
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,354,44514,17865,14750,48746,56273,27848,82.0,72.0
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,2623,167995,91322,122659,16822,269084,168819,94.0,70.0
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,5333,431129,214491,293739,12787,572671,427106,101.0,72.0
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,9177,279269,172754,215777,8755,430926,383084,92.0,75.0
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,2220,171102,91509,160745,11262,280083,249772,92.0,68.0
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,5250,192787,119866,164536,25645,298737,281583,88.0,74.0
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,2412,185091,105929,115491,8601,215346,305827,98.0,77.0
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,596,122267,61831,53408,39216,151912,258024,92.0,53.0
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,19905,254566,294739,377991,69193,508622,1021336,88.0,74.0
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,235,40370,15824,18,122336,51873,88929,81.0,61.0
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,1443,181374,109422,141224,53307,200431,416004,89.0,63.0
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,1537,147520,73629,402,22607,188420,372020,91.0,52.0
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,346,132139,62900,556,176101,161393,315442,89.0,55.0
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,16413,4518,165403,1068,8935,407188,829641,90.0,61.0
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,1214,148664,73999,138569,56309,243672,311313,87.0,58.0
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,9754,250312,274726,299227,255626,685368,1376962,92.0,62.0
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,590,200974,27037,340553,45563,397690,645196,95.0,49.0
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,1944,257373,130193,190036,180962,551467,940606,93.0,53.0
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,11568,258764,427173,437309,233119,844504,1839983,91.0,64.0
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,1193,303697,62110,79614,571077,624779,696663,98.0,51.0
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,565,272872,29373,319946,205874,571431,751353,94.0,49.0
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1944,452564,125431,325493,238188,1036277,1409197,94.0,51.0
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,874,276454,43230,115567,279208,552191,761360,94.0,46.0
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,831,216629,31687,32459,706754,487508,537705,99.0,55.0
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,808,165555,49419,72885,240489,326631,464411,95.0,54.0
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,340,146377,38194,154910,331096,313379,413599,97.0,48.0
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,351,96759,28769,15330,262734,221332,240458,99.0,56.0
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,328,200588,31414,28469,379054,404584,495838,99.0,39.0
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,2155,355529,68238,536382,181208,713175,1226694,93.0,53.0
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,22538,420740,350908,152943,1042016,1142867,1771386,95.0,66.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,591,223450,34879,72341,308343,490202,660365,95.0,42.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,423,144169,16865,44674,424407,288645,310933,100.0,57.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,3745,324799,301389,319149,97203,818081,1071671,99.0,59.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,3729,231052,214253,213700,52903,459891,531032,95.0,70.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,17560,962777,808827,577418,297198,2105668,2673993,97.0,64.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,9626,371604,440374,517409,451406,1116880,1335715,98.0,58.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,3971,287134,271439,399785,235822,702608,1000692,96.0,61.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,117,50449,12516,10122,204189,134525,120705,98.0,34.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,4987,396449,326594,442773,39314,927722,1249609,96.0,57.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,4510,311660,238505,253651,44970,565774,572187,101.0,72.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,5711,349704,307257,389117,302554,856587,802869,97.0,66.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,7320,354680,372671,392595,233112,875207,1070290,97.0,67.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,15013,199707,347962,177855,87548,784833,1062190,97.0,70.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,3373,180066,198064,174196,61654,495722,568848,98.0,66.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,9752,400704,404767,648782,65259,1087028,1479298,97.0,56.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,4851,496103,400702,345031,32329,903580,872841,101.0,69.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,2456,315076,295937,219976,141380,730066,867602,95.0,68.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,3308,181182,113931,73584,58054,278938,275581,102.0,74.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,1536401,5051,326567,309494,465867,78875,717872,818529,98.0,66.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,1389920,2135,272968,223166,258608,164271,654766,735154,99.0,58.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,1805769,3367,458867,391033,265294,22402,871408,934361,100.0,64.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,3001127,28397,540596,640868,536643,334547,1314268,1686859,99.0,65.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,1928812,5200,330446,314547,400933,367071,903413,1025399,100.0,51.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,1752753,8791,352444,363835,308158,65412,780598,972155,100.0,72.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,2678980,7971,685443,562769,506901,209559,1354646,1324334,98.0,68.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,1177361,9070,269817,224814,75429,52897,513241,664120,109.0,79.0
